case_order,UID,area,TimeZone,job,children,age,income,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,internet_service_Fiber Optic,contract_One year,contract_Two Year,payment_method_Credit Card (automatic),payment_method_Electronic Check,payment_method_Mailed Check
728,6db7725b31ff45df94f4c6637f2f8e13,Suburban,America/Indiana/Indianapolis,Radio broadcast assistant,4,-0.4386156772768675,0.4726545765239408,Female,No,-2.355557904969616,-0.0052879506427475865,0.005867974104602262,1,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,-0.9839579731137875,-0.9938416194715349,-0.8892331498569553,3,4,3,4,2,4,3,2,False,True,False,True,False,False
729,dabea504812bad3deaafc62b5b75ccb5,Rural,America/Chicago,Horticultural consultant,3,-0.05210203850627586,-0.053016522770642935,Male,No,0.7172332014680409,-0.3357848658144715,1.0175876473118841,1,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,-0.863131896257199,-0.7612756720215985,-0.7329597914976127,3,3,2,4,4,2,2,3,False,False,False,True,False,False
730,55bf84b6612200a9f526fbc2f09ed414,Rural,America/Detroit,Accounting technician,2,0.6242968293422596,-0.5215438158763684,Male,Yes,-0.6487209182694808,-1.657772526501367,0.005867974104602262,1,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,-0.1776640497286038,1.164975772648398,-0.12762753683481576,3,2,5,3,5,2,2,4,True,False,False,False,True,False
731,fb99580362da9fef1e51a07daa806203,Urban,America/New_York,Science writer,1,0.044526371186372066,-1.0896579428809203,Female,No,0.5509620551300379,-0.3357848658144715,-1.0058516991026796,0,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,-1.0408452754544513,-0.23618767028397689,-1.1372636142397403,4,3,4,3,4,4,4,4,True,False,False,False,False,True
732,50cd18bc0d30133b25ebbcdbaec6a24e,Urban,America/New_York,Research scientist (physical sciences),0,-0.8251293160474592,-0.8166594437076953,Male,Yes,1.4105807449345504,-1.3272756113296431,0.005867974104602262,0,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,-1.0243886273023988,-1.1089066647674257,-1.1449339738262982,2,3,3,4,3,2,4,3,False,False,False,False,True,False
733,bc960627c80d9eb9297ceabb7bfffadd,Rural,America/Chicago,Comptroller,0,0.3827258051106398,-0.5421548364098054,Female,Yes,-2.1707673471990585,-0.0052879506427475865,-1.0058516991026796,1,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-0.5095219903540565,0.7527728223602376,-0.6139822626371276,3,3,4,4,4,1,4,4,True,False,False,False,False,False
734,c9367de43cca9f52237f0d6c5aeb247b,Urban,America/Indiana/Indianapolis,Museum/gallery conservator,1,-1.2599571596643748,0.6429894831240773,Male,No,-0.4078795879481913,-0.6662817809861953,-1.0058516991026796,0,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,-1.0769384630059173,-0.7605749422479708,-0.9400714364375771,3,3,3,3,2,5,5,5,False,True,False,False,False,True
735,4af2ad04c3cc42ab2394594607037c15,Rural,America/New_York,Commissioning editor,4,1.7355235408077105,-0.5298534757720927,Female,No,-1.101128764227194,0.3252089645289763,1.0175876473118841,0,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1.0183358057665244,0.2291624545497164,-1.1312342747224535,2,2,3,4,2,3,4,5,True,False,True,True,False,False
736,368167eb6aeb943059a46a75ee619587,Suburban,America/New_York,Operational investment banker,1,-0.2936730627378957,-0.8410117971149753,Male,No,-0.5915814265937215,-1.3272756113296431,0.005867974104602262,0,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,-1.098740962438228,-1.575011966241172,-1.2155339073797131,2,2,2,5,5,2,2,4,False,False,False,False,False,False
737,aa9b39d413bf272c93cdb0a81f585ad0,Suburban,America/Chicago,Seismic interpreter,2,1.349009902037119,0.29858507499542086,Male,Yes,-1.2894360269115146,-1.3272756113296431,-1.0058516991026796,0,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,-1.1240894576873333,1.1060235793969337,-1.159901906218462,3,2,2,4,4,2,3,4,True,False,False,False,False,True
738,1adf931470be6343ecc1b1828f6f15bc,Urban,America/Chicago,Charity officer,3,1.2523814923444712,-1.2097206837752752,Female,Yes,-0.97687497916198,-0.6662817809861953,0.005867974104602262,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,-1.0768867461001053,-0.410632775502347,-0.9911276408935856,2,1,3,3,3,3,1,2,False,False,False,False,False,False
739,f8f92a3081206078f00d86442f31e2ed,Suburban,America/Los_Angeles,"Copywriter, advertising",3,-0.8734435208937832,-0.8583375372935989,Male,No,-0.2482713894020864,-0.0052879506427475865,1.0175876473118841,0,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,-1.059789343606013,-0.7026443147319579,-0.8680210183478299,4,3,5,2,4,3,2,4,False,True,False,False,False,True
740,20e9d8960359ff5d09c055b414a1e51a,Rural,America/Chicago,Media planner,0,1.6872093359613867,0.2546756575761313,Male,Yes,-0.15034384570719891,1.316699710044148,-1.0058516991026796,0,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,-1.2433343650256004,-0.5864506729914243,-1.4388536174578435,5,4,5,5,3,3,3,4,True,False,False,False,False,True
741,80b21ff682e5a048082c6267e49bb475,Rural,America/Los_Angeles,English as a foreign language teacher,2,0.09284057603269602,1.7326978977912035,Male,No,-0.5271288237282236,1.316699710044148,1.0175876473118841,1,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,-1.2194199773414491,-1.109587460187905,-1.3715629984312012,3,1,4,3,3,3,5,3,True,False,False,False,False,False
742,dc4ee0ca54c82fb4fafa43874a25908b,Urban,America/New_York,"Scientist, research (medical)",2,-0.9217577257401072,0.9125902846419196,Female,No,-1.1181753857074508,-2.3187663568448147,-1.0058516991026796,0,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,-0.7118384869368649,1.1060235793969337,-0.7021758331633572,4,3,5,3,4,4,3,2,True,False,False,False,False,False
743,b856c33965f40c29e0e4f786dc098a48,Urban,America/Chicago,"Nurse, learning disability",2,-0.8734435208937832,2.592600526084675,Female,No,0.9325354685209375,-0.3357848658144715,0.005867974104602262,0,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,-0.868312813916337,-1.2851524289275182,-0.7912233613638657,3,3,2,2,2,3,3,3,False,True,False,False,True,False
744,19ce7755060ea349ef82efad653273fc,Urban,America/New_York,Physiotherapist,1,-0.4869298821231915,-0.754385933251525,Female,No,-0.4757344451781609,0.6557058797007002,0.005867974104602262,0,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,-1.2557235515356542,-1.8072570777292847,-1.4068818973985129,5,4,6,4,3,5,4,4,False,False,False,False,True,False
745,3203e9c5c1a410ba976536aa6cc4800e,Rural,America/New_York,"Designer, interior/spatial",2,0.8175536487275554,-0.433299426587684,Male,No,0.3985145653026055,0.3252089645289763,3.0410269937264474,1,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,-0.8474567136461333,-0.23618767028397689,-0.9177838072608044,5,4,5,2,3,4,5,3,True,True,False,True,False,False
746,da3c7f49a17ddaf008c95b30cf503a7f,Urban,America/Chicago,"Editor, commissioning",1,-0.14873044819892378,-1.2852941893120722,Male,Yes,-0.15321245283728083,-1.657772526501367,1.0175876473118841,0,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,-0.9449538757768773,-0.29522481741427764,-0.8497581196381327,2,2,3,4,4,3,3,3,False,False,False,False,False,False
747,2e31d9649b5668db46a48bc30a338265,Urban,America/New_York,Government social research officer,1,-0.4869298821231915,2.3816124028659713,Male,No,0.5580948288282664,0.6557058797007002,0.005867974104602262,0,No,No,No,No,No,No,No,Yes,No,No,No,No,-1.1429823635486172,-1.5753433748622583,-1.1026332491939208,3,4,4,2,4,4,3,2,False,False,False,False,False,True
748,07ef7eb6bd920a0c2627caffc8cad821,Rural,America/Chicago,Chartered legal executive (England and Wales),9,0.7692394438812314,0.7684135008323435,Male,No,1.498919179117394,-0.0052879506427475865,2.0293073205191656,1,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,-1.0180386117895655,-1.2841202905328042,-1.025762620421612,4,4,5,3,2,6,4,4,False,True,False,False,False,False
749,27769d2234bf3e77fd803e67e0664f37,Suburban,America/New_York,Lexicographer,0,-1.3565855693570228,0.7136556365937424,Male,Yes,-0.846659774171018,-0.0052879506427475865,0.005867974104602262,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,-1.1644250259263107,-0.0032617633753844084,-1.1557373008583318,2,2,3,2,5,1,2,3,False,False,False,False,True,False
750,1b1727240fd88be954c86abba1e61632,Suburban,America/Chicago,Bookseller,0,1.6872093359613867,-0.040788570275573456,Female,No,0.7103011925623024,1.316699710044148,2.0293073205191656,0,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,-0.4586246266613735,-0.06257391608550461,-0.6554694107420755,5,3,2,3,1,4,5,3,True,False,False,False,True,False
751,8f36203d1c8cb9b3b6280f81d094ac96,Rural,America/New_York,Building services engineer,1,0.7692394438812314,-0.5674377355479827,Female,No,-0.30372234853017754,1.6471966252158718,0.005867974104602262,1,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-0.5465137138037598,-0.5857107032819852,-0.7341236816575634,4,3,4,1,5,3,2,3,True,False,False,False,False,False
752,8a611252fea6e0d00f145d798240cbb4,Rural,America/Chicago,Forest/woodland manager,2,-0.4869298821231915,1.820459992036435,Female,Yes,-0.006785309225188993,0.3252089645289763,-1.0058516991026796,0,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,-1.0153847485860064,0.05841179510993007,-1.0186194060843767,4,3,3,2,5,3,4,3,False,False,False,False,True,False
753,be74edd4fb72dc66b54b19c45e75500f,Suburban,America/New_York,"Librarian, academic",3,1.2523814923444712,-0.5780386515288161,Male,No,-0.8044726686100305,0.986202794872424,-1.0058516991026796,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-0.7731435974490962,0.5212132337151381,-0.838675573530063,3,4,3,5,3,4,4,6,True,False,True,False,False,False
754,ab0d55bff0d0634af5c2d41a340201a4,Suburban,America/New_York,"Therapist, art",2,1.5905809262687387,-0.06984932904456122,Nonbinary,No,-0.05752607160606128,0.6557058797007002,0.005867974104602262,1,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,-0.8841878279269799,-1.051820732178266,-1.0475721103468758,3,3,3,4,4,4,3,4,False,True,False,False,False,False
755,260de0132b8a38251463a9ca7e12fe41,Rural,America/New_York,"Surveyor, rural practice",3,1.4939525165760907,-1.0572491344757284,Female,Yes,1.3398797052743014,0.3252089645289763,0.005867974104602262,2,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,-1.0658456244073697,1.6888525295543177,-0.9996862983955979,3,2,3,4,2,3,1,2,True,False,False,False,False,False
756,d48259af0729b4aa7fc9e83f8e49c3a1,Urban,America/Detroit,"Therapist, art",0,1.204067287498147,-0.28469333020992765,Male,Yes,-0.6727623769967379,-0.0052879506427475865,2.0293073205191656,1,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,-0.5044531322624942,1.1063444153587574,-0.53222962605119,4,4,4,5,3,3,4,4,True,True,False,False,False,True
757,9527496438d3d92016aeec954f003fda,Suburban,America/Chicago,"Engineer, electrical",1,1.4939525165760907,-0.7400603519461443,Female,No,-0.10626422055549604,0.3252089645289763,-1.0058516991026796,0,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,-0.551476587570802,-0.5864506729914243,-0.7704537048585364,4,4,3,3,3,2,3,3,True,False,True,True,False,False
758,cf7d642c6f757d85881639ed93f9bbff,Urban,America/Chicago,Clinical embryologist,1,1.107438877805499,-0.366961516504299,Female,Yes,-0.6198311186734419,0.6557058797007002,0.005867974104602262,1,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,-1.1848405039906853,2.3868821065543537,-1.172315650152484,4,3,4,5,2,3,3,3,True,True,False,True,False,False
759,25b0b6625a2bfd76f51b645b7b04e94f,Urban,America/Chicago,Medical secretary,4,1.0108104681128514,-0.7903502490873472,Female,Yes,-1.8799551529483836,0.6557058797007002,-1.0058516991026796,1,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,-1.1829031537958206,-0.23685984922003486,-1.0985694780153432,4,4,3,5,3,2,4,4,False,False,False,True,False,False
760,a0929396f8957c209a19026a2feebe03,Suburban,America/Chicago,"Research officer, political party",5,1.107438877805499,-0.8578836125468198,Female,No,-1.631359151211032,1.316699710044148,1.0175876473118841,1,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,-1.0694469102306277,-1.1099082961497284,-1.2867544354077272,4,4,3,4,4,5,4,4,True,True,False,False,True,False
761,1b73a28c916737663aa7049d51d03c93,Suburban,America/Chicago,Phytotherapist,0,0.09284057603269602,0.16619898648343087,Male,No,1.3055588724282274,-0.0052879506427475865,1.0175876473118841,1,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-1.181191249993671,0.4625818764254975,-1.2839180849198508,4,3,3,4,2,3,3,2,True,True,False,True,False,False
762,64f8576fccccbee20e1efc725c7a086f,Suburban,America/New_York,Comptroller,0,0.18946898572534393,-1.1989619580191946,Male,No,2.789720882523852,1.6471966252158718,1.0175876473118841,1,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,-1.2393965807778478,-1.5753433748622583,-1.2333199175783505,4,4,2,4,4,1,3,4,False,False,True,False,False,False
763,fbf66b8e9f24197fe0450ba7377498fd,Urban,America/New_York,"Research officer, government",1,0.4793542148032877,0.3103055538087398,Male,No,0.43880028495929563,-0.3357848658144715,-1.0058516991026796,0,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,-0.8712910528174206,-0.8182766507319217,-1.0505109531821035,3,4,3,4,3,4,4,4,True,True,False,True,False,False
764,3c4576d716df4c79dee90572403d56cb,Urban,America/Chicago,Child psychotherapist,4,1.7355235408077105,-0.9238296579073995,Female,No,-0.32342467069017633,0.3252089645289763,0.005867974104602262,0,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,-1.0897369539648702,-1.109587460187905,-1.3034780629346232,4,4,4,4,3,3,3,4,True,False,False,False,True,False
765,7aaee724446816126ed7a58e7450242d,Rural,America/New_York,Midwife,1,-0.3419872675842196,-0.973126594665023,Male,No,0.4795659818381016,-0.0052879506427475865,-1.0058516991026796,0,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-1.0181943549415284,-0.004208947891261865,-1.0931231201490286,3,4,3,3,3,5,4,5,True,False,False,False,False,False
766,fccac5dab38e0d5e45cd1eb0ac54fdac,Suburban,America/Chicago,Podiatrist,1,-1.5015281838959946,-1.0133251772793936,Female,No,-0.2421967625968049,0.6557058797007002,-1.0058516991026796,0,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,-1.2269264047805624,-1.342587748316071,-1.3857867716493375,4,3,3,4,5,5,3,3,True,False,True,False,True,False
767,be10250e94125a021dc73284f0c551d9,Urban,America/Indiana/Indianapolis,Armed forces logistics/support/administrative officer,6,1.349009902037119,-0.8797273224707287,Male,Yes,0.8364404129043054,0.6557058797007002,-1.0058516991026796,0,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,-1.0566243501676997,0.6944078541659948,-1.0827641798577297,3,3,3,2,4,3,4,3,True,False,False,False,True,False
768,098f4c2ac713aec8198ff70674aa6803,Suburban,America/New_York,Pensions consultant,3,0.2377831905716679,-0.3371223477203268,Male,No,0.8271785847837614,0.986202794872424,0.005867974104602262,0,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,-1.131651697148472,-0.2943998938260026,-1.2299644952515385,2,3,2,5,3,4,3,4,True,True,False,False,True,False
769,7058796e7434114d9a3048a2762cfdf7,Rural,America/Chicago,Tree surgeon,3,-0.2453588578915717,-0.9740670699997558,Male,No,0.928077109019112,-0.6662817809861953,-1.0058516991026796,1,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,-1.058369113304577,0.3456482649755248,-0.8512129155245239,2,3,2,3,3,3,1,4,False,False,True,False,False,True
770,4ec0503df2705638fdffc11709eb9461,Rural,America/Los_Angeles,Secondary school teacher,3,1.204067287498147,-1.0819564712201382,Female,No,1.508252498926954,0.3252089645289763,0.005867974104602262,0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,-1.1419087038906575,-0.35292652589822837,-1.3568491533823837,4,5,4,1,6,2,4,4,True,True,False,False,True,False
771,aacd8fe6ea6493de019ddc3764312e4f,Suburban,America/Chicago,Broadcast engineer,2,0.9141820584202033,-0.4335366731936177,Nonbinary,Yes,0.1947381362671892,0.986202794872424,1.0175876473118841,1,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,-1.2195463839978942,0.9318993101403873,-1.0522595035232274,5,4,4,4,5,3,3,3,False,False,False,False,False,True
772,b86d02e01d69f34d1b51ba1d4d0a58a2,Urban,America/Los_Angeles,Health physicist,4,1.107438877805499,0.20377792682869472,Male,Yes,1.4909143781916083,0.986202794872424,2.0293073205191656,0,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,-0.9637267420361227,-0.003593171996471495,-0.8261525886685684,4,5,4,4,4,4,3,4,False,True,False,False,False,False
773,0c5e8b916f878dd2b37c49528d1237c0,Rural,America/Chicago,Public relations officer,0,-0.5835582918158394,1.3772085054947185,Female,No,1.1896274421060875,0.986202794872424,-1.0058516991026796,0,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,-0.9863204003577287,-1.575011966241172,-1.146812425308064,3,3,2,5,2,3,3,4,False,True,False,False,False,False
774,83e41f43e604653b3c79ca0ff9f8e8a6,Urban,America/New_York,Artist,1,-1.1633287499717269,-1.0070837120111815,Male,No,-0.43873511697675044,1.316699710044148,-1.0058516991026796,0,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,-1.1548140099061337,-0.877342348699792,-1.2785374712177795,6,6,6,2,4,3,3,5,True,False,False,False,False,False
775,a73714a597f9e70f3334fe5eacf9ff6a,Suburban,America/New_York,Make,1,1.6872093359613867,-1.0077011205925426,Female,No,-0.1268538108622311,-1.657772526501367,1.0175876473118841,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,-0.9627014406926526,0.3460540548161849,-1.0492722373409267,3,4,3,5,4,4,3,2,True,True,False,True,False,False
776,585731c2ebb638882ab661ba857dfe20,Rural,America/New_York,Company secretary,3,1.7355235408077105,-0.8487884500619426,Female,No,-0.729421001626679,-1.3272756113296431,0.005867974104602262,0,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-0.6637571330359818,-0.5271385202813041,-0.7937626697128652,4,3,3,4,3,3,3,4,False,False,False,False,False,True
777,95089b7be1b95b3fa364a417ea7f3010,Suburban,America/New_York,Textile designer,3,-1.115014545125403,-0.33194973337929606,Male,No,0.00894389499728733,0.6557058797007002,0.005867974104602262,0,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,-0.3309189101157315,0.22958158829733197,-0.3656621612530938,2,2,2,4,4,1,2,4,True,False,True,True,False,False
778,472b2d5f82bca9d0c5454d0c46af5c7d,Suburban,America/Chicago,Fashion designer,2,-1.6464707984349665,1.2526891456216351,Nonbinary,Yes,-0.6980017978462351,-0.0052879506427475865,0.005867974104602262,1,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,-1.1851341166224523,0.8728336121725169,-0.936550488352912,3,2,4,2,4,4,5,4,False,True,False,False,False,True
779,154d1e2246646a756b4c1a5e4b865228,Urban,America/Chicago,"Horticulturist, commercial",2,1.6388951311150628,-0.7571701232413394,Female,No,0.28769383808261495,0.6557058797007002,0.005867974104602262,0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,-1.0602584701004167,-0.9927550342103952,-1.2078377562080431,3,2,3,2,7,1,2,2,False,True,False,False,True,False
780,7ae96a0f53da702cc991fbf91dbd5b08,Urban,America/Los_Angeles,Consulting civil engineer,1,1.107438877805499,-1.0361253208299146,Female,Yes,-0.7089828130753815,1.316699710044148,1.0175876473118841,0,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,-0.9688415229368366,0.5204732640056996,-1.1029416008070003,5,4,3,6,4,4,5,4,True,False,False,True,False,False
781,279e480c8ef7fc5c0a68855135e21990,Urban,America/New_York,Games developer,3,0.7692394438812314,-1.1326357506831874,Male,No,0.8328623101551326,-0.0052879506427475865,-1.0058516991026796,0,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,-0.7244269411922223,-0.7601558085003559,-0.6534853312067528,3,4,3,2,4,5,3,3,False,False,True,True,False,False
782,fbe6f20fdfeda3724e642673be149a47,Suburban,America/New_York,Planning and development surveyor,0,-1.5498423887423185,-0.2296964462218509,Female,Yes,-0.07323246065473846,-1.3272756113296431,0.005867974104602262,2,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,-0.9383316881649536,2.0955712970983704,-0.861450510058362,3,3,3,3,4,2,3,2,True,False,True,True,False,False
783,86b5fd7bebc1465cdf84d3acbce79193,Urban,America/New_York,"Designer, interior/spatial",0,-1.3082713645106987,-0.4258706644036778,Male,Yes,0.6308788288333583,0.3252089645289763,-1.0058516991026796,0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,-0.9433638984041521,1.9211261918800002,-0.6612041254895344,4,4,4,2,3,2,4,4,False,True,False,False,False,True
784,973237929c3db578f2a204441698c3b7,Rural,America/New_York,Newspaper journalist,2,0.9141820584202033,2.568864517372631,Female,Yes,-0.3500066382521562,0.986202794872424,-1.0058516991026796,1,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,-1.0848616932278776,0.4621627426778819,-1.1953127944892832,3,5,4,3,3,3,3,3,True,False,False,False,False,True
785,b80d2fa485cdd8e5275a12dbb560a7b2,Urban,America/Chicago,Print production planner,3,0.6242968293422596,0.19931244213225546,Male,No,-0.046915494217941896,0.3252089645289763,0.005867974104602262,1,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,-1.1934853415153515,-1.3430982633741453,-1.154992094542123,4,4,5,5,3,4,4,5,False,False,False,False,False,False
786,55d5162ab082dfc44e86ee3998ef9dcc,Urban,America/New_York,"Administrator, local government",0,-0.3903014724305436,0.6924619610923696,Male,No,0.9350206641266579,-2.3187663568448147,-1.0058516991026796,0,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,-0.954252619576632,-0.9928352606666979,-0.8551717266477272,3,3,4,4,2,4,3,4,False,False,True,False,False,True
787,a10b4bee70f83882326cf83c9ec2e294,Suburban,America/Los_Angeles,IT consultant,4,-0.14873044819892378,0.35229004659871943,Female,Yes,-0.3194347391843344,-0.3357848658144715,-1.0058516991026796,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-0.8155327417042535,-0.9928352606666979,-0.7064396916036342,3,4,3,4,4,3,3,5,False,False,False,True,False,False
788,a1a31d72117d0907a309410a3b006da3,Suburban,America/Chicago,Conference centre manager,0,0.5759826244959356,-0.8604401309058278,Male,No,-0.8548025841318386,0.6557058797007002,-1.0058516991026796,0,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,-1.1986496807272067,-1.342587748316071,-1.398699313446343,5,6,4,2,4,6,3,3,True,True,False,False,True,False
789,79f1acccd81319122b33ffd90550219b,Rural,America/Los_Angeles,Furniture designer,0,0.8175536487275554,-0.3074147461871789,Female,No,0.6976270047984516,-1.3272756113296431,-1.0058516991026796,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,-0.9531616837109663,-0.2944848477048392,-0.9307445828557654,4,5,3,4,3,3,5,4,False,False,True,False,True,False
790,57fceb01cd1f6a01a61a6881bb8b2a48,Rural,America/Chicago,Arts development officer,0,-0.2936730627378957,-1.1643909783787592,Female,Yes,-0.0842259616427428,-0.0052879506427475865,0.005867974104602262,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,-0.861362255181541,-0.1783876640142341,-0.7676420722712225,3,4,4,4,4,4,3,1,False,False,False,False,False,True
791,d120a09d630ac1b0d4210ec3d85b9a38,Rural,America/New_York,"Surveyor, building control",4,-0.6801867015084874,0.520053185805386,Male,Yes,-0.5789491391763029,0.3252089645289763,-1.0058516991026796,1,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,-1.0595458570619314,-0.2948056836666627,-0.9326894977541855,4,3,4,4,2,3,4,5,False,False,False,False,False,True
792,cad3336b1a63e2dd17115d2658bc10e9,Suburban,America/New_York,Human resources officer,2,1.4939525165760907,-1.361111679400263,Male,No,0.8360137377348879,1.6471966252158718,1.0175876473118841,1,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,-1.1889936807165635,-0.2939743326467642,-1.3175654699319446,4,3,3,3,4,5,3,4,True,False,False,True,False,False
793,43c6d0b45a9c105c05d28f4aac99febe,Urban,America/New_York,Water engineer,0,1.4456383117297669,-0.36655546663315675,Male,No,0.15641815074752558,0.6557058797007002,0.005867974104602262,0,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,-1.1048935752872227,-0.5278193157017836,-1.2596746193924186,3,3,2,3,2,5,3,4,True,False,False,True,False,False
794,882e4198b066bc1a4f8a5fe54c313b14,Suburban,America/Chicago,Holiday representative,1,-1.066700340279079,-1.2290351817507246,Nonbinary,Yes,1.291893885462754,-0.6662817809861953,-1.0058516991026796,0,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,-1.1465947410774544,1.1644652575903236,-0.8914668113974651,3,3,3,3,4,3,2,2,False,False,False,False,True,False
795,eb89f90dfa3209f273c0320d57c585df,Suburban,America/New_York,Web designer,0,0.43104000995696373,0.6295625309658361,Male,Yes,0.008783377253414725,-0.6662817809861953,0.005867974104602262,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,-1.1191724909589222,0.7530936583220611,-1.161422314701324,3,4,4,4,3,3,4,3,True,True,False,False,False,True
796,6ba49557e045628c6c57c08b3d379c43,Urban,America/Chicago,Hospital pharmacist,3,1.5422667214224148,-0.8859411266996842,Male,Yes,-0.8865716354748009,-3.3102571023599863,-1.0058516991026796,0,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-1.0680870429753921,-0.004208947891261865,-1.1729305085925397,3,4,3,4,3,2,3,1,True,False,False,True,False,False
797,701c16b51bdfea4ed5addd495a61e5ed,Rural,America/Los_Angeles,"Teacher, early years/pre",2,-0.6318724966621634,1.226098375806801,Female,Yes,1.7321736393498521,-0.6662817809861953,0.005867974104602262,0,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,-1.223317339325686,1.1059386255180972,-0.9981274811384067,4,5,3,4,4,5,3,3,False,False,False,False,False,True
798,705ad977af445b794a53860b1017f1e2,Suburban,America/Chicago,Commercial horticulturist,4,0.6726110341885836,0.8191488116313231,Female,Yes,-0.5244367007632218,0.3252089645289763,0.005867974104602262,0,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,-0.9544254619434132,-0.527404909376702,-1.0507606495940494,2,3,2,4,4,2,1,3,False,False,False,True,False,False
